"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WESD","WESF"
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-10-12",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-10-13",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-10-14",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-10-15",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-10-16",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-10-17",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-10-18",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-10-19",,,"0.00",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-10-20",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-10-21",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-10-22",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-10-23",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-10-24",,,"0.38","2.1",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-10-25",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-10-26",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-10-31","    5","0.82",,,"10.6",,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-01",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-02",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-03",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-04",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-05",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-06",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-07",,,"0.00",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-08",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-09",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-10",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-11",,,"0.07","2.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-12",,,"0.01","0.2",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-13",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-14",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-15",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-16",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-17",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-18",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-19",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-20",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-21",,,"0.13","0.1",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-22",,,"0.13","1.2",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-23",,,"0.08",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-24",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-25",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-26",,,"0.51","9.3",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-27",,,"0.23","4.1",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-28",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-11-29",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-01","    2","0.05",,,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-02",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-03",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-04",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-05",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-06",,,"0.14","0.1",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-07",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-08",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-09",,,"0.00",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-10",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-11",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-12",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-13",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-14",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-15",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-16",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-17",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-18",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-19",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-20",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-21",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-22",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-23",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-24",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-25",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-26",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-27",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-28",,,"0.13","1.9",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-29",,,"0.15","2.7",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-30",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2019-12-31",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-01",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-02",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-03",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-04",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-05",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-06",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-07",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-08",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-09",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-10",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-11",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-12",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-13",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-14",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-15",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-16",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-17",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-18",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-19",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-20",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-21",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-22",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-23",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-24",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-25",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-26",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-27",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-28",,,"0.00",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-29",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-30",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-01-31",,,"0.04","0.8",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-01",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-02",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-03",,,"0.00",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-04",,,"0.19","3.4",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-05",,,"0.02","0.3",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-06",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-07",,,"0.37","5.6",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-08",,,"0.17",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-09",,,"0.15",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-10",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-11",,,"0.19","3.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-12",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-13",,,"0.22","4.3",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-14",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-15",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-16",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-17",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-18",,,"0.00","0.1",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-19",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-20",,,"0.07","1.1",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-21",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-22",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-23",,,"0.00",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-24",,,"0.05",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-25",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-26",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-27",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-28",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-02-29",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-01",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-02",,,"0.11","1.2",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-03",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-04",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-05",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-06",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-07",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-08",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-09",,,"0.34",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-10",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-11",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-12",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-13",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-14",,,"0.01",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-15",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-16",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-17",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-18",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-19",,,"0.04",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-20",,,"1.35","9.9",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-21",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-22",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-23",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-24",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-25",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-26",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-27",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-28",,,"0.39","1.7",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-29",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-30",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-03-31",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-01",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-02",,,"0.01",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-03",,,"0.13","1.8",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-04",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-05",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-06",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-07",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-08",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-09",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-10",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-11",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-13","    2","0.14",,,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-14",,,"0.10",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-15",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-16",,,"0.35","3.6",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-17",,,"0.20","1.9",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-18",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-19",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-20",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-21",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-22",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-23",,,"0.00",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-24",,,"0.15",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-25",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-26",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-27",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-28",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-29",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-04-30",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-01",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-02",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-03",,,"0.30",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-04",,,"0.00",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-05",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-06",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-07",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-08",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-09",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-10",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-11",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-12",,,"0.05",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-13",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-14",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-15",,,"0.08",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-16",,,"0.21",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-17",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-18",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-19",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-20",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-21",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-22",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-23",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-24",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-25",,,"0.84",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-26",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-27",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-28",,,"0.13",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-29",,,"0.03",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-30",,,"0.00",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-05-31",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-01",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-02",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-03",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-04",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-05",,,"0.00",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-06",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-07",,,"0.04",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-08",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-09",,,"0.54",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-10",,,"0.12",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-11",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-12",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-13",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-14",,,"0.04",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-15",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-16",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-17",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-18",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-19",,,"0.11",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-20",,,"0.09",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-21",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-22",,,"0.01",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-23",,,"0.01",,,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-24",,,"0.00","0.0",,,,,,,
"US1CODN0236","DENVER 4.6 ENE, CO US","2020-06-25",,,"0.03",,,,,,,,
"USW00023062","DENVER STAPLETON, CO US","2019-01-01",,,"0.04","0.6","1.0",,"22","0","3",,
"USW00023062","DENVER STAPLETON, CO US","2019-01-02",,,"0.00","0.0","1.0",,"14","1","7",,
"USW00023062","DENVER STAPLETON, CO US","2019-01-03",,,"0.00","0.0","0.0",,"44","7","32",,
"USW00023062","DENVER STAPLETON, CO US","2019-01-04",,,"0.00","0.0","0.0",,"56","20","29",,
"USW00023062","DENVER STAPLETON, CO US","2019-01-05",,,"0.00","0.0","0.0",,"63","25","33",,
"USW00023062","DENVER STAPLETON, CO US","2019-01-06",,,"0.00","0.0","0.0",,"57","26","27",,
"USW00023062","DENVER STAPLETON, CO US","2019-01-07",,,"0.00","0.0","0.0",,"57","23","24",,
"USW00023062","DENVER STAPLETON, CO US","2019-01-08",,,"0.00","0.0","0.0",,"53","23","29",,
"USW00023062","DENVER STAPLETON, CO US","2019-01-09",,,"0.00","0.0","0.0",,"45","21","22",,
"USW00023062","DENVER STAPLETON, CO US","2019-01-10",,,"0.00","0.0","0.0",,"50","20","33",,
"USW00023062","DENVER STAPLETON, CO US","2019-01-11",,,"0.07","0.0","0.0",,"58","32","34",,
"USW00023062","DENVER STAPLETON, CO US","2019-01-12",,,"0.53","2.9","2.0",,"34","31","32",,
"USW00023062","DENVER STAPLETON, CO US","2019-01-13",,,"0.00","0.0","2.0",,"41","20","20",,
"USW00023062","DENVER STAPLETON, CO US","2019-01-14",,,"0.00","0.0","1.0",,"42","18","20",,
"USW00023062","DENVER STAPLETON, CO US","2019-01-15",,,"0.00","0.0","1.0",,"49","19","20",,
"USW00023062","DENVER STAPLETON, CO US","2019-01-16",,,"0.00","0.0","1.0",,"50","18","32",,
"USW00023062","DENVER STAPLETON, CO US","2019-01-17",,,"0.00","0.0","0.0",,"53","29","32",,
"USW00023062","DENVER STAPLETON, CO US","2019-01-18",,,"0.00","0.0","0.0",,"57","30","30",,
"USW00023062","DENVER STAPLETON, CO US","2019-01-19",,,"0.13","0.5","1.0",,"37","20","21",,
"USW00023062","DENVER STAPLETON, CO US","2019-01-20",,,"0.00","0.0","0.0",,"49","20","36",,
"USW00023062","DENVER STAPLETON, CO US","2019-01-21",,,"0.00","0.0","0.0",,"58","27","27",,
"USW00023062","DENVER STAPLETON, CO US","2019-01-22",,,"0.19","1.1","1.0",,"57","22","22",,
